traj_id,frame,x,y
2,3482,1.182975,17.203867
2,3483,1.2853,17.201105
2,3484,1.395025,17.269987
2,3485,1.516748,17.290546
2,3486,1.626853,17.258629
2,3487,1.744248,17.21348
2,3488,1.859456,17.210985
2,3489,1.985861,17.206224
2,3490,2.078719,17.211227
2,3491,2.197109,17.20023
2,3492,2.310691,17.238504
2,3493,2.42802,17.223562
2,3494,2.527893,17.193901
2,3495,2.639654,17.213034
2,3496,2.731858,17.219475
2,3497,2.850927,17.232214
2,3498,2.962523,17.228071
2,3499,3.082887,17.179594
2,3500,3.216687,17.163565
2,3501,3.314604,17.190456
2,3502,3.451605,17.184639
2,3503,3.598134,17.187893
2,3504,3.708587,17.21612
2,3505,3.832629,17.209105
2,3506,3.982654,17.211336
2,3507,4.103994,17.230576
2,3508,4.239584,17.210228
2,3509,4.364734,17.197384
2,3510,4.514608,17.189724
2,3511,4.636667,17.1537
2,3512,4.795127,17.143377
2,3513,4.935982,17.128508
2,3514,5.043282,17.04908
2,3515,5.158615,17.033911
2,3516,5.263902,17.028263
2,3517,5.380347,17.006618
2,3518,5.520386,16.975113
2,3519,5.658932,16.942499
2,3520,5.782127,16.898035
2,3521,5.898239,16.87195
2,3522,6.030373,16.804876
2,3523,6.155663,16.747053
2,3524,6.274226,16.706945
2,3525,6.37587,16.643955
2,3526,6.49368,16.616283
2,3527,6.606322,16.570871
2,3528,6.737352,16.533175
2,3529,6.88363,16.475088
2,3530,6.99642,16.440947
2,3531,7.11336,16.409426
2,3532,7.244774,16.373581
2,3533,7.365353,16.315388
2,3534,7.48025,16.254799
2,3535,7.582043,16.180428
2,3536,7.690362,16.112671
2,3537,7.789981,16.060341
2,3538,7.910076,16.009621
2,3539,8.024124,15.975181
2,3540,8.165835,15.944247
2,3541,8.319897,15.865059
2,3542,8.460634,15.802334
2,3543,8.579276,15.75129
2,3544,8.691204,15.69184
2,3545,8.809948,15.62643
2,3546,8.91544,15.567128
2,3547,9.032175,15.511385
2,3548,9.149513,15.47273
2,3549,9.267459,15.43802
2,3550,9.448005,15.324074
2,3551,9.60921,15.233351
2,3552,9.719814,15.193741
2,3553,9.855595,15.141991
2,3554,9.9897,15.075348
2,3555,10.073554,15.081579
2,3556,10.231284,15.004702
2,3557,10.386806,14.939735
2,3558,10.533092,14.893258
2,3559,10.624612,14.893389
2,3560,10.705683,14.918162
2,3561,10.832847,14.918893
2,3562,10.936316,14.892881
2,3563,11.015806,14.889174
2,3564,11.101137,14.797972
3,28568,10.256087,2.917682
3,28569,10.374082,2.805067
3,28570,10.383326,2.746848
3,28571,10.411627,2.675876
3,28572,10.45645,2.605376
3,28573,10.506331,2.503852
3,28574,10.567458,2.449005
3,28575,10.647425,2.361332
3,28576,10.723279,2.298099
3,28577,10.778068,2.24126
3,28578,10.845334,2.189117
3,28579,10.921668,2.131326
3,28580,10.988531,2.062132
3,28581,11.06103,1.988749
3,28582,11.123409,1.92466
3,28583,11.183153,1.947163
3,28584,11.248027,1.90884
4,80685,4.114532,4.467895
4,80686,3.751303,4.423675
4,80687,3.739525,4.447854
4,80688,3.739525,4.447854
4,80689,3.739525,4.447854
4,80690,3.739525,4.447854
4,80691,3.739525,4.447854
4,80692,3.739525,4.447854
4,80693,3.739525,4.447854
4,80694,3.739525,4.447854
5,80686,-1.610056,13.123017
5,80687,-1.418368,13.233874
5,80688,-1.357883,13.219133
5,80689,-1.280686,13.186872
5,80690,-1.162049,13.183219
5,80691,-1.071512,13.222933
5,80692,-0.958017,13.240658
5,80693,-0.853121,13.253712
5,80694,-0.738614,13.256678
5,80695,-0.608359,13.239113
5,80696,-0.490776,13.221121
5,80697,-0.378781,13.21986
5,80698,-0.250453,13.252738
5,80699,-0.129092,13.300798
5,80700,-0.015584,13.394385
5,80701,0.106253,13.404065
5,80702,0.226679,13.41239
5,80703,0.33215,13.383654
5,80704,0.470298,13.375559
5,80705,0.603367,13.37654
5,80706,0.708602,13.35519
5,80707,0.815268,13.360556
5,80708,0.929534,13.367704
5,80709,1.048829,13.402124
5,80710,1.159501,13.413625
5,80711,1.251284,13.404329
5,80712,1.366104,13.436765
5,80713,1.452975,13.417943
5,80714,1.554645,13.42099
5,80715,1.685124,13.432091
5,80716,1.798182,13.383015
5,80717,1.906038,13.368147
5,80718,2.041972,13.330141
5,80719,2.160354,13.299761
5,80720,2.295922,13.274222
5,80721,2.415488,13.273258
5,80722,2.534505,13.28138
5,80723,2.648366,13.29299
5,80724,2.77063,13.28544
5,80725,2.891799,13.253453
5,80726,2.992441,13.221383
5,80727,3.109703,13.171435
5,80728,3.22358,13.129142
5,80729,3.342119,13.120221
5,80730,3.447695,13.125092
5,80731,3.589385,13.127674
5,80732,3.71413,13.137359
5,80733,3.847176,13.125733
5,80734,3.939479,13.062659
5,80735,4.098104,13.058059
5,80736,4.263737,13.079925
5,80737,4.392104,13.044162
5,80738,4.524711,13.019051
5,80739,4.645395,13.005356
5,80740,4.774719,13.002003
5,80741,4.885411,13.013081
5,80742,4.997764,13.022916
5,80743,5.114995,13.040854
5,80744,5.23593,13.030526
5,80745,5.342762,13.031462
5,80746,5.464932,13.033267
5,80747,5.574414,13.043717
5,80748,5.690329,13.032825
5,80749,5.822737,13.043105
5,80750,5.959677,13.027642
5,80751,6.084364,13.014432
5,80752,6.213279,13.013272
5,80753,6.342079,13.037012
5,80754,6.437819,13.063335
5,80755,6.557352,13.098712
5,80756,6.672796,13.08025
5,80757,6.780287,13.082759
5,80758,6.900153,13.071346
5,80759,7.032394,13.059682
5,80760,7.15285,13.058179
5,80761,7.293077,13.052902
5,80762,7.428332,13.04881
5,80763,7.539095,13.057821
5,80764,7.645748,13.103208
5,80765,7.771454,13.128257
5,80766,7.886225,13.136766
5,80767,8.009803,13.143168
5,80768,8.113511,13.140204
5,80769,8.236119,13.147272
5,80770,8.349068,13.137938
5,80771,8.47899,13.121271
5,80772,8.608369,13.088812
5,80773,8.727725,13.053822
5,80774,8.842771,13.038378
5,80775,8.947259,13.028713
5,80776,9.059935,13.042654
5,80777,9.185226,13.009674
5,80778,9.293112,12.984596
5,80779,9.407269,12.976566
5,80780,9.526636,12.964964
5,80781,9.64681,12.910558
5,80782,9.780477,12.891503
5,80783,9.912573,12.8585
5,80784,10.048398,12.812758
5,80785,10.16363,12.803001
5,80786,10.288873,12.787731
5,80787,10.435294,12.812702
5,80788,10.55681,12.786577
5,80789,10.659996,12.778034
5,80790,10.787914,12.769056
5,80791,10.905853,12.787473
5,80792,11.035646,12.750087
5,80793,11.128605,12.678496
6,80688,3.621346,17.992239
6,80689,3.599521,18.008501
6,80690,3.591249,17.952808
6,80691,3.581962,17.915194
6,80692,3.586423,17.892038
6,80693,3.594306,17.885735
6,80694,3.578195,17.881203
6,80695,3.624068,17.894358
6,80696,3.624068,17.894358
6,80697,3.63399,17.897232
6,80698,3.652588,17.902575
6,80699,3.662094,17.905313
6,80700,3.674769,17.908966
6,80701,3.688363,17.912878
6,80702,3.700288,17.916313
7,80689,-1.619075,14.312481
7,80690,-1.386026,14.317876
7,80691,-1.335039,14.346946
7,80692,-1.26464,14.367228
7,80693,-1.160277,14.363237
7,80694,-1.059344,14.392926
7,80695,-0.943039,14.418295
7,80696,-0.813747,14.402969
7,80697,-0.714797,14.393518
7,80698,-0.632224,14.411067
7,80699,-0.53464,14.425729
7,80700,-0.420028,14.447473
7,80701,-0.300634,14.460637
7,80702,-0.162684,14.463875
7,80703,-0.044106,14.528334
7,80704,0.051291,14.56646
7,80705,0.14583,14.573324
7,80706,0.246995,14.5501
7,80707,0.359347,14.492442
7,80708,0.472596,14.47119
7,80709,0.570165,14.409547
7,80710,0.707936,14.367144
7,80711,0.834943,14.333295
7,80712,0.95536,14.334958
7,80713,1.102631,14.318457
7,80714,1.183063,14.354023
7,80715,1.286647,14.390388
7,80716,1.389345,14.438549
7,80717,1.496109,14.436099
7,80718,1.625288,14.436214
7,80719,1.752634,14.423477
7,80720,1.887173,14.422272
7,80721,2.023431,14.428668
7,80722,2.14929,14.435276
7,80723,2.283454,14.458509
7,80724,2.412915,14.468507
7,80725,2.561529,14.499436
7,80726,2.723325,14.519099
7,80727,2.871841,14.508723
7,80728,3.009607,14.508288
7,80729,3.094645,14.491978
7,80730,3.199311,14.520882
7,80731,3.277059,14.503523
7,80732,3.329584,14.545904
7,80733,3.481531,14.559406
7,80734,3.688182,14.556513
7,80735,3.82801,14.571943
7,80736,3.981645,14.539825
7,80737,4.148497,14.49649
7,80738,4.289972,14.463281
7,80739,4.420852,14.44951
7,80740,4.53924,14.427403
7,80741,4.66873,14.420617
7,80742,4.810483,14.420639
7,80743,4.935187,14.422332
7,80744,5.065677,14.418895
7,80745,5.197031,14.412905
7,80746,5.33245,14.398164
7,80747,5.445393,14.374366
7,80748,5.571675,14.353492
7,80749,5.697111,14.365354
7,80750,5.837065,14.377775
7,80751,5.956731,14.357365
7,80752,6.103792,14.311226
7,80753,6.202227,14.318792
7,80754,6.30818,14.306729
7,80755,6.446663,14.337171
7,80756,6.610149,14.340622
7,80757,6.748879,14.328938
7,80758,6.882679,14.331775
7,80759,6.988068,14.304222
7,80760,7.161715,14.234615
7,80761,7.292371,14.1345
7,80762,7.347569,14.176319
7,80763,7.467403,14.133685
7,80764,7.485059,14.191491
7,80765,7.491519,14.251514
7,80766,7.589672,14.368994
7,80767,7.701294,14.443193
7,80768,7.840692,14.539547
7,80769,7.971682,14.586531
7,80770,8.117593,14.603662
7,80771,8.217997,14.635736
7,80772,8.415225,14.625368
7,80773,8.503542,14.672927
7,80774,8.604732,14.709014
7,80775,8.719127,14.754622
7,80776,8.819621,14.757578
7,80777,8.964328,14.827535
7,80778,9.087111,14.83542
7,80779,9.207778,14.831088
7,80780,9.331118,14.78975
7,80781,9.415419,14.731373
7,80782,9.523006,14.728254
7,80783,9.658917,14.773685
7,80784,9.784484,14.801484
7,80785,9.898096,14.760475
7,80786,10.00166,14.738433
7,80787,10.098828,14.68983
7,80788,10.198005,14.664709
7,80789,10.316105,14.653347
7,80790,10.441907,14.618479
7,80791,10.578234,14.590961
7,80792,10.704506,14.573388
7,80793,10.833414,14.565557
7,80794,10.959808,14.582008
7,80795,11.046379,14.541831
7,80796,11.133413,14.548929
8,80693,-1.597021,13.626945
8,80694,-1.394318,13.590998
8,80695,-1.343395,13.585281
8,80696,-1.260844,13.595771
8,80697,-1.151396,13.611662
8,80698,-1.036032,13.586508
8,80699,-0.916282,13.560459
8,80700,-0.815045,13.560923
8,80701,-0.717577,13.585631
8,80702,-0.608684,13.60003
8,80703,-0.500875,13.630164
8,80704,-0.385657,13.644513
8,80705,-0.283792,13.669836
8,80706,-0.154192,13.700891
8,80707,-0.035496,13.743685
8,80708,0.086502,13.758013
8,80709,0.22094,13.769386
8,80710,0.333737,13.753305
8,80711,0.439374,13.741702
8,80712,0.528332,13.738275
8,80713,0.646427,13.750178
8,80714,0.749976,13.749135
8,80715,0.86281,13.776996
8,80716,0.989109,13.788414
8,80717,1.102592,13.786501
8,80718,1.220579,13.795039
8,80719,1.330755,13.805673
8,80720,1.441412,13.816648
8,80721,1.544824,13.828512
8,80722,1.662318,13.822924
8,80723,1.794952,13.800232
8,80724,1.918589,13.769535
8,80725,2.03324,13.759552
8,80726,2.168966,13.762052
8,80727,2.303022,13.76389
8,80728,2.436178,13.764833
8,80729,2.565214,13.761153
8,80730,2.712237,13.785538
8,80731,2.846823,13.767727
8,80732,2.977018,13.728217
8,80733,3.107159,13.754313
8,80734,3.236597,13.716691
8,80735,3.343144,13.681402
8,80736,3.473889,13.657605
8,80737,3.618024,13.644512
8,80738,3.760832,13.652981
8,80739,3.87968,13.657753
8,80740,4.018877,13.613294
8,80741,4.169288,13.597123
8,80742,4.287896,13.571897
8,80743,4.418788,13.567964
8,80744,4.55896,13.54989
8,80745,4.698154,13.534898
8,80746,4.812248,13.509893
8,80747,4.91652,13.491201
8,80748,5.060777,13.512454
8,80749,5.182287,13.532745
8,80750,5.312132,13.548708
8,80751,5.412944,13.543352
8,80752,5.531729,13.53097
8,80753,5.672512,13.55406
8,80754,5.781436,13.561733
8,80755,5.900953,13.552958
8,80756,6.011718,13.540771
8,80757,6.147841,13.547366
8,80758,6.292732,13.547103
8,80759,6.409201,13.537232
8,80760,6.532107,13.544008
8,80761,6.673897,13.564847
8,80762,6.781785,13.553543
8,80763,6.904675,13.588125
8,80764,7.033845,13.553496
8,80765,7.155537,13.541945
8,80766,7.273183,13.527517
8,80767,7.395709,13.530667
8,80768,7.496724,13.516125
8,80769,7.606986,13.491138
8,80770,7.710585,13.470778
8,80771,7.810303,13.465337
8,80772,7.920707,13.489991
8,80773,8.037344,13.50344
8,80774,8.15801,13.522216
8,80775,8.263326,13.524784
8,80776,8.364588,13.525116
8,80777,8.476233,13.522486
8,80778,8.595341,13.546686
8,80779,8.715297,13.553379
8,80780,8.835841,13.549149
8,80781,8.944301,13.546405
8,80782,9.051255,13.552556
8,80783,9.169934,13.55517
8,80784,9.278137,13.566446
8,80785,9.398219,13.577131
8,80786,9.510799,13.598804
8,80787,9.625591,13.571718
8,80788,9.748926,13.577549
8,80789,9.87236,13.569401
8,80790,9.992387,13.57381
8,80791,10.116512,13.562089
8,80792,10.225914,13.52831
8,80793,10.344231,13.47335
8,80794,10.467301,13.450103
8,80795,10.588194,13.424132
8,80796,10.698846,13.435515
8,80797,10.833117,13.41922
8,80798,10.952885,13.39639
8,80799,11.057056,13.380561
8,80800,11.138012,13.37973
9,80694,0.714544,16.424141
9,80695,0.956131,16.658718
9,80696,0.995393,16.478739
9,80697,1.067662,16.452169
9,80698,1.179273,16.557661
9,80699,1.301683,16.555573
9,80700,1.444898,16.516851
9,80701,1.574641,16.553968
9,80702,1.657251,16.509882
9,80703,1.771895,16.511257
9,80704,1.916035,16.411327
9,80705,2.073228,16.35619
9,80706,2.159431,16.390013
9,80707,2.245339,16.374256
9,80708,2.365854,16.445478
9,80709,2.509098,16.430641
9,80710,2.606049,16.429581
9,80711,2.710193,16.389502
9,80712,2.836936,16.372267
9,80713,2.962937,16.377554
9,80714,3.075881,16.346087
9,80715,3.192447,16.30757
9,80716,3.312529,16.242775
9,80717,3.415571,16.219467
9,80718,3.606697,16.151592
9,80719,3.731202,16.192389
9,80720,3.844797,16.24189
9,80721,3.952808,16.240736
9,80722,4.053177,16.239267
9,80723,4.17686,16.191854
9,80724,4.285167,16.157305
9,80725,4.39459,16.123837
9,80726,4.510218,16.101906
9,80727,4.620952,16.066536
9,80728,4.727108,16.08079
9,80729,4.843379,16.040581
9,80730,4.974549,16.021437
9,80731,5.103953,15.966657
9,80732,5.218159,15.937734
9,80733,5.330091,15.969468
9,80734,5.454223,15.95104
9,80735,5.570055,15.962167
9,80736,5.666989,15.924081
9,80737,5.773827,15.916777
9,80738,5.915468,15.861938
9,80739,6.031586,15.865054
9,80740,6.124756,15.840525
9,80741,6.234815,15.80829
9,80742,6.348198,15.81165
9,80743,6.457826,15.805909
9,80744,6.579956,15.775744
9,80745,6.695003,15.764896
9,80746,6.810605,15.749311
9,80747,6.928197,15.730446
9,80748,7.044278,15.715346
9,80749,7.160703,15.69883
9,80750,7.277402,15.682002
9,80751,7.393804,15.665854
10,80697,-1.590345,16.004517
10,80698,-1.291882,16.013767
10,80699,-1.242199,16.026058
10,80700,-1.161973,16.031317
10,80701,-1.055158,15.983439
10,80702,-0.931327,15.927178
10,80703,-0.798081,15.875312
10,80704,-0.6721,15.865211
10,80705,-0.55259,15.849886
10,80706,-0.425165,15.786301
10,80707,-0.291068,15.718196
10,80708,-0.153305,15.661826
10,80709,-0.01354,15.616968
10,80710,0.113867,15.603873
10,80711,0.232976,15.584613
10,80712,0.348096,15.586286
10,80713,0.45169,15.650613
10,80714,0.568947,15.686314
10,80715,0.676984,15.605609
10,80716,0.813154,15.560113
10,80717,0.950337,15.511167
10,80718,1.077125,15.496127
10,80719,1.202185,15.45737
10,80720,1.329302,15.44053
10,80721,1.469065,15.408972
10,80722,1.600834,15.384966
10,80723,1.721599,15.379486
10,80724,1.837885,15.360926
10,80725,1.946575,15.339912
10,80726,2.07129,15.338476
10,80727,2.153617,15.330685
10,80728,2.261204,15.326609
10,80729,2.342335,15.28436
10,80730,2.428913,15.279428
10,80731,2.538107,15.287125
10,80732,2.643867,15.273229
10,80733,2.746484,15.240358
10,80734,2.858389,15.210396
10,80735,2.97325,15.1984
10,80736,3.109406,15.176415
10,80737,3.199936,15.149284
10,80738,3.306844,15.156654
10,80739,3.394716,15.186192
10,80740,3.490263,15.208946
10,80741,3.604937,15.213363
10,80742,3.714729,15.246638
10,80743,3.809791,15.27442
10,80744,3.938626,15.276772
10,80745,4.06638,15.285585
10,80746,4.186672,15.292987
10,80747,4.304063,15.348214
10,80748,4.404453,15.375897
10,80749,4.517579,15.412856
10,80750,4.631188,15.43116
10,80751,4.753275,15.48423
10,80752,4.861123,15.515276
10,80753,4.98573,15.550753
10,80754,5.089889,15.583151
10,80755,5.197673,15.602788
10,80756,5.303108,15.64869
10,80757,5.383979,15.707075
10,80758,5.477524,15.756971
10,80759,5.590709,15.797142
10,80760,5.674927,15.847137
10,80761,5.752357,15.905303
10,80762,5.845862,15.948295
10,80763,5.953578,16.002438
10,80764,6.058963,16.106565
10,80765,6.181549,16.161821
10,80766,6.252689,16.233496
10,80767,6.355189,16.267885
10,80768,6.456947,16.308924
10,80769,6.560701,16.387053
10,80770,6.657748,16.457396
10,80771,6.75013,16.574816
10,80772,6.860216,16.636484
10,80773,7.004143,16.666285
10,80774,7.098258,16.719797
10,80775,7.175809,16.810118
10,80776,7.268691,16.85924
10,80777,7.377767,16.924023
10,80778,7.482668,16.982506
10,80779,7.570597,17.056568
10,80780,7.697948,17.069223
10,80781,7.881327,17.118151
10,80782,8.058765,17.18544
10,80783,8.221488,17.228397
10,80784,8.396002,17.281456
10,80785,8.56756,17.335892
10,80786,8.737159,17.386042
10,80787,8.909049,17.438589
10,80788,9.080065,17.490967
10,80789,9.250899,17.542658
11,80698,-1.517283,16.73373
11,80699,-1.242038,16.753323
11,80700,-1.19673,16.771044
11,80701,-1.103216,16.755831
11,80702,-1.030594,16.721741
11,80703,-0.924751,16.678804
11,80704,-0.796916,16.654188
11,80705,-0.650176,16.657448
11,80706,-0.540539,16.629736
11,80707,-0.413486,16.624231
11,80708,-0.279485,16.59094
11,80709,-0.132244,16.565344
11,80710,-0.0101,16.568607
11,80711,0.121636,16.584814
11,80712,0.241782,16.548235
11,80713,0.365664,16.529232
11,80714,0.476148,16.50548
11,80715,0.59347,16.483568
11,80716,0.702098,16.44746
11,80717,0.821928,16.428581
11,80718,0.946968,16.397577
11,80719,1.063276,16.365585
11,80720,1.189245,16.366446
11,80721,1.324605,16.356119
11,80722,1.415768,16.328783
11,80723,1.493938,16.30488
11,80724,1.611526,16.297567
11,80725,1.727491,16.266779
11,80726,1.82362,16.219769
11,80727,1.91522,16.197878
11,80728,1.989672,16.17193
11,80729,2.109332,16.150526
11,80730,2.21081,16.132479
11,80731,2.319338,16.134312
11,80732,2.450081,16.145462
11,80733,2.543049,16.129286
11,80734,2.623379,16.120338
11,80735,2.707974,16.112743
11,80736,2.832724,16.094162
11,80737,2.953874,16.084675
11,80738,3.050084,16.058847
11,80739,3.17146,15.99888
11,80740,3.270354,16.008566
11,80741,3.380228,16.018423
11,80742,3.514581,16.022799
11,80743,3.59085,16.047869
11,80744,3.706557,16.066498
11,80745,3.804337,16.064693
11,80746,3.909802,16.061905
11,80747,4.019976,16.058174
11,80748,4.131697,16.048731
11,80749,4.261764,16.040974
11,80750,4.395097,16.051344
11,80751,4.482283,16.080769
11,80752,4.57764,16.078676
11,80753,4.697031,16.089832
11,80754,4.787838,16.117558
11,80755,4.886917,16.151518
11,80756,5.016895,16.185919
11,80757,5.157643,16.265633
11,80758,5.271271,16.330944
11,80759,5.379426,16.388189
11,80760,5.477735,16.416933
11,80761,5.561268,16.444521
11,80762,5.662447,16.526627
11,80763,5.760425,16.576477
11,80764,5.885666,16.598089
11,80765,5.998278,16.695824
11,80766,6.106951,16.798676
11,80767,6.205934,16.874298
11,80768,6.285531,16.945044
11,80769,6.380183,17.004894
11,80770,6.482089,17.042847
11,80771,6.581369,17.15143
11,80772,6.649813,17.23757
11,80773,6.714395,17.275461
11,80774,6.768748,17.319567
11,80775,6.834294,17.351177
11,80776,6.895788,17.389046
11,80777,6.956253,17.426907
11,80778,7.018754,17.462687
11,80779,6.983114,17.473577
11,80780,7.028073,17.525497
11,80781,7.069615,17.584049
11,80782,7.117673,17.647438
11,80783,7.129801,17.720284
11,80784,7.143253,17.789465
11,80785,7.170107,17.838507
11,80786,7.179613,17.87064
11,80787,7.215999,17.899986
11,80788,7.262256,17.902103
11,80789,7.300476,17.909878
11,80790,7.338513,17.913643
11,80791,7.391561,17.914049
11,80792,7.416778,17.917107
11,80793,7.44572,17.923903
11,80794,7.480126,17.931641
11,80795,7.484341,17.942179
11,80796,7.497315,17.954958
11,80797,7.509771,17.95521
11,80798,7.516516,17.971951
11,80799,7.537724,17.985596
11,80800,7.53797,17.98382
11,80801,7.548618,17.989138
11,80802,7.55771,17.980358
11,80803,7.559254,17.965902
11,80804,7.581206,17.968935
11,80805,7.569824,18.023022
11,80806,7.51844,18.084398
11,80807,7.417734,18.114773
11,80808,7.363244,18.163385
11,80809,7.294384,18.210173
11,80810,7.219698,18.252098
11,80811,7.153686,18.297873
11,80812,7.083834,18.342701
11,80813,7.01365,18.386877
11,80814,6.944968,18.431803
12,80704,-1.164964,9.593979
12,80705,-0.859946,9.482214
12,80706,-0.847037,9.474085
12,80707,-0.769513,9.448406
12,80708,-0.663126,9.42057
12,80709,-0.576313,9.39712
12,80710,-0.480597,9.377464
12,80711,-0.383091,9.351294
12,80712,-0.29521,9.306411
12,80713,-0.181535,9.239911
12,80714,-0.082372,9.150546
12,80715,0.00459,9.065151
12,80716,0.087091,8.982858
12,80717,0.169893,8.877552
12,80718,0.267773,8.756094
12,80719,0.336259,8.663038
12,80720,0.414914,8.558905
12,80721,0.481546,8.449764
12,80722,0.521473,8.349234
12,80723,0.552712,8.268238
12,80724,0.592223,8.182577
12,80725,0.638235,8.098198
12,80726,0.675625,8.002005
12,80727,0.726341,7.894001
12,80728,0.744696,7.767292
12,80729,0.782094,7.662841
12,80730,0.831564,7.570081
12,80731,0.868835,7.47633
12,80732,0.911641,7.371727
12,80733,0.942935,7.257717
12,80734,0.991166,7.124452
12,80735,0.991549,7.00834
12,80736,1.003703,6.886209
12,80737,1.017429,6.753725
12,80738,1.02535,6.624345
12,80739,1.031389,6.507231
12,80740,1.016073,6.38028
12,80741,1.014985,6.24527
12,80742,1.02344,6.125832
