cityCode,市町村名,C_2011コミュニティバス運行2011年,C_2017コミュニティバス運行2017年,D_2011デマンド型交通運行2011年,D_2017デマンド型交通運行2017年,人口密度(人/km2),面積(km2),軽自動車率,15歳未満人口比率,高齢化率,自家用車利用率
5210,秋田県由利本荘市,1,1,0,0,65.335,1209.6,0.525,0.108,0.332,0.809
5211,秋田県潟上市,1,1,0,0,284.925,97.73,0.516,0.113,0.313,0.8
5212,秋田県大仙市,1,1,0,1,95.127,866.77,0.539,0.105,0.346,0.838
5213,秋田県北秋田市,0,1,1,1,28.813,1152.76,0.51,0.089,0.406,0.805
5214,秋田県にかほ市,1,1,0,0,95.766,241.13,0.49,0.111,0.344,0.829
5215,秋田県仙北市,1,1,1,1,25.359,1093.56,0.542,0.1,0.384,0.831
5303,秋田県鹿角郡小坂町,1,1,0,0,26.824,201.7,0.546,0.089,0.417,0.806
5327,秋田県北秋田郡上小阿仁村,0,1,1,1,9.331,256.72,0.492,0.059,0.487,0.865
5346,秋田県山本郡藤里町,0,0,0,1,12.121,282.13,0.603,0.08,0.436,0.841
5348,秋田県山本郡三種町,1,1,0,0,68.973,247.98,0.589,0.085,0.396,0.875
5349,秋田県山本郡八峰町,1,0,0,0,30.09,234.14,0.578,0.081,0.417,0.847
5361,秋田県南秋田郡五城目町,1,0,0,0,46.711,214.92,0.534,0.08,0.418,0.814
5363,秋田県南秋田郡八郎潟町,0,0,0,0,297.575,17.0,0.513,0.093,0.374,0.785
5366,秋田県南秋田郡井川町,1,1,0,0,88.913,47.95,0.538,0.092,0.376,0.841
5368,秋田県南秋田郡大潟村,0,1,0,0,18.798,170.11,0.485,0.138,0.309,0.634
5434,秋田県仙北郡美郷町,0,0,0,1,124.226,168.34,0.571,0.103,0.353,0.896
5463,秋田県雄勝郡羽後町,0,1,0,1,66.953,230.78,0.593,0.097,0.352,0.888
5464,秋田県雄勝郡東成瀬村,0,0,0,0,12.697,203.69,0.616,0.102,0.365,0.901
6201,山形県山形市,1,1,1,0,665.259,381.3,0.41,0.127,0.273,0.691
6202,山形県米沢市,1,1,0,1,156.081,548.51,0.501,0.123,0.284,0.743
6203,山形県鶴岡市,0,1,1,0,95.668,1311.53,0.531,0.119,0.32,0.794
6204,山形県酒田市,1,1,1,1,175.705,602.97,0.523,0.115,0.326,0.816
6205,山形県新庄市,0,1,0,0,164.761,222.85,0.502,0.127,0.3,0.767
6206,山形県寒河江市,0,1,0,1,288.106,139.03,0.519,0.131,0.297,0.83
6207,山形県上山市,1,1,0,1,131.69,240.93,0.502,0.102,0.353,0.783
6208,山形県村山市,0,1,0,0,124.338,196.98,0.521,0.108,0.35,0.85
6209,山形県長井市,0,1,0,0,127.406,214.67,0.5,0.119,0.329,0.823
6210,山形県天童市,1,1,1,1,553.089,113.01,0.506,0.132,0.277,0.813
6211,山形県東根市,1,1,0,0,227.809,206.94,0.503,0.143,0.261,0.799
6212,山形県尾花沢市,0,1,0,0,47.938,372.53,0.532,0.109,0.367,0.88
6213,山形県南陽市,0,1,0,0,200.877,160.52,0.516,0.121,0.311,0.823
6301,山形県東村山郡山辺町,1,1,0,1,235.592,61.45,0.502,0.123,0.315,0.82
6302,山形県東村山郡中山町,1,1,0,1,371.072,31.15,0.505,0.114,0.314,0.837
6321,山形県西村山郡河北町,0,1,0,0,364.078,52.45,0.518,0.118,0.336,0.853
6322,山形県西村山郡西川町,0,0,0,0,14.647,393.19,0.505,0.098,0.4,0.864
6323,山形県西村山郡朝日町,1,1,1,1,35.885,196.81,0.571,0.098,0.394,0.869
6324,山形県西村山郡大江町,0,1,1,1,58.466,154.08,0.544,0.108,0.359,0.846
6341,山形県北村山郡大石田町,0,1,0,1,78.435,79.54,0.535,0.111,0.348,0.849
6361,山形県最上郡金山町,0,1,0,0,35.93,161.67,0.576,0.121,0.322,0.834
6362,山形県最上郡最上町,1,1,0,1,26.948,330.37,0.525,0.111,0.346,0.794
6363,山形県最上郡舟形町,1,1,1,1,48.159,119.04,0.531,0.106,0.364,0.87
6364,山形県最上郡真室川町,0,1,0,0,22.18,374.22,0.536,0.103,0.368,0.834
6365,山形県最上郡大蔵村,0,1,0,0,16.022,211.63,0.582,0.122,0.343,0.847
6366,山形県最上郡鮭川村,0,1,0,0,35.277,122.14,0.553,0.102,0.356,0.881
6367,山形県最上郡戸沢村,0,0,0,1,18.234,261.31,0.552,0.095,0.352,0.836
6381,山形県東置賜郡高畠町,0,0,1,1,135.053,180.26,0.533,0.13,0.301,0.861
6382,山形県東置賜郡川西町,0,0,1,1,97.889,166.6,0.565,0.111,0.339,0.85
6401,山形県西置賜郡小国町,0,1,1,0,10.659,737.56,0.481,0.11,0.368,0.686
6402,山形県西置賜郡白鷹町,0,0,1,1,89.18,157.71,0.535,0.117,0.345,0.86
6403,山形県西置賜郡飯豊町,0,0,1,1,21.765,329.41,0.561,0.115,0.347,0.882
6426,山形県東田川郡三川町,0,0,1,1,261.823,33.22,0.549,0.131,0.332,0.864
6428,山形県東田川郡庄内町,0,1,1,1,87.492,249.17,0.561,0.116,0.342,0.848
6461,山形県飽海郡遊佐町,0,1,1,1,66.57,208.39,0.566,0.099,0.372,0.884
7201,福島県福島市,0,1,0,0,382.089,767.72,0.436,0.119,0.277,0.643
7202,福島県会津若松市,1,1,0,0,326.322,382.97,0.451,0.128,0.285,0.678
7203,福島県郡山市,0,0,0,0,447.457,757.2,0.39,0.127,0.249,0.691
7204,福島県いわき市,0,0,1,0,280.304,1232.02,0.425,0.123,0.284,0.766
7205,福島県白河市,1,1,0,0,206.86,305.32,0.438,0.132,0.263,0.798
7207,福島県須賀川市,0,1,0,0,272.966,279.43,0.461,0.136,0.254,0.822
7208,福島県喜多方市,1,0,0,1,88.009,554.63,0.52,0.116,0.346,0.792
7209,福島県相馬市,1,1,0,0,192.51,197.79,0.492,0.129,0.282,0.762
7210,福島県二本松市,1,1,1,1,170.336,344.42,0.529,0.113,0.302,0.816
7211,福島県田村市,0,1,1,1,84.249,458.33,0.539,0.112,0.312,0.832
7212,福島県南相馬市,1,0,1,1,145.045,398.58,0.498,0.086,0.325,0.792
7213,福島県伊達市,1,0,1,1,236.358,444.21,1.0,0.113,0.346,0.697
7214,福島県本宮市,1,1,1,1,343.241,88.02,0.501,0.135,0.262,0.809
7301,福島県伊達郡桑折町,0,0,0,0,317.309,42.97,0.542,0.11,0.348,0.761
7303,福島県伊達郡国見町,0,0,1,1,229.885,37.95,0.579,0.1,0.361,0.76
7308,福島県伊達郡川俣町,1,1,1,1,112.056,127.7,0.535,0.092,0.365,0.811
7322,福島県安達郡大玉村,0,1,0,0,107.801,79.44,0.486,0.139,0.257,0.874
7342,福島県岩瀬郡鏡石町,0,0,0,0,425.112,31.3,0.452,0.145,0.251,0.758
7344,福島県岩瀬郡天栄村,0,0,0,1,25.288,225.52,0.459,0.116,0.3,0.859
7362,福島県南会津郡下郷町,0,0,0,0,18.196,317.04,0.49,0.103,0.401,0.807
7364,福島県南会津郡檜枝岐村,0,0,0,0,1.58,390.46,0.41,0.122,0.327,0.709
7367,福島県南会津郡只見町,0,0,1,0,5.963,747.56,0.509,0.095,0.442,0.781
7368,福島県南会津郡南会津町,1,1,0,0,18.379,886.47,0.465,0.106,0.38,0.752
7402,福島県耶麻郡北塩原村,0,1,0,0,13.007,234.08,0.463,0.114,0.318,0.82
7405,福島県耶麻郡西会津町,0,1,0,1,22.182,298.18,0.542,0.086,0.436,0.815
7407,福島県耶麻郡磐梯町,0,1,0,1,63.985,59.77,0.464,0.129,0.338,0.841
7408,福島県耶麻郡猪苗代町,1,0,0,0,38.092,394.85,0.481,0.119,0.341,0.799
7421,福島県河沼郡会津坂下町,1,1,0,0,175.101,91.59,0.519,0.119,0.32,0.809
7422,福島県河沼郡湯川村,0,0,0,0,195.849,16.37,0.526,0.139,0.308,0.85
7423,福島県河沼郡柳津町,0,1,0,0,20.042,175.82,0.544,0.105,0.413,0.86
7444,福島県大沼郡三島町,1,1,0,1,18.417,90.81,0.528,0.071,0.506,0.741
7445,福島県大沼郡金山町,0,1,0,1,7.435,161.67,0.768,0.121,0.322,0.834
7446,福島県大沼郡昭和村,0,0,0,0,6.313,209.46,0.587,0.064,0.548,0.845
7447,福島県大沼郡会津美里町,0,1,1,1,75.997,276.33,0.515,0.108,0.35,0.818
7461,福島県西白河郡西郷村,0,0,0,0,99.062,192.06,0.408,0.144,0.225,0.825
7464,福島県西白河郡泉崎村,0,0,0,0,183.738,35.43,0.46,0.14,0.272,0.837
7465,福島県西白河郡中島村,0,0,0,0,245.065,18.92,0.476,0.135,0.263,0.818
7466,福島県西白河郡矢吹町,0,0,0,0,289.815,60.4,0.457,0.129,0.286,0.772
7481,福島県東白川郡棚倉町,0,1,0,0,88.757,159.93,0.458,0.136,0.284,0.828
7482,福島県東白川郡矢祭町,0,0,0,0,50.376,118.27,0.496,0.112,0.351,0.835
7483,福島県東白川郡塙町,0,0,0,0,43.371,211.41,0.509,0.112,0.339,0.826
7484,福島県東白川郡鮫川村,0,1,0,0,27.169,131.34,0.533,0.121,0.341,0.917
7501,福島県石川郡石川町,0,0,0,0,138.913,115.71,0.512,0.11,0.328,0.816
7502,福島県石川郡玉川村,0,0,0,0,140.459,46.67,0.504,0.132,0.269,0.84
7503,福島県石川郡平田村,0,0,0,0,70.053,93.42,0.54,0.116,0.297,0.859
7504,福島県石川郡浅川町,0,1,0,0,179.962,37.43,0.467,0.135,0.295,0.826
7505,福島県石川郡古殿町,0,0,0,0,32.13,163.29,0.532,0.117,0.334,0.843
7521,福島県田村郡三春町,1,1,0,0,223.26,72.76,0.51,0.111,0.309,0.804
7522,福島県田村郡小野町,0,0,0,0,82.605,125.18,0.515,0.115,0.311,0.804
7541,福島県双葉郡広野町,1,1,0,0,71.269,58.69,0.421,0.059,0.262,0.75
7542,福島県双葉郡楢葉町,0,0,0,0,7.854,103.64,0.49,0.003,0.199,0.771
7544,福島県双葉郡川内村,0,0,0,0,10.2,197.35,0.493,0.037,0.379,0.79
7548,福島県双葉郡葛尾村,0,0,0,0,0.225,84.37,0.53,0.0,0.5,0.945
7561,福島県相馬郡新地町,0,0,1,1,180.316,46.53,0.551,0.134,0.301,0.821
8201,茨城県水戸市,0,0,0,0,1239.304,217.32,0.352,0.132,0.251,0.666
8202,茨城県日立市,0,1,0,0,803.943,225.74,0.384,0.118,0.294,0.615
8203,茨城県土浦市,1,1,1,1,1177.619,122.89,0.361,0.124,0.268,0.66
8204,茨城県古河市,1,1,1,1,1071.122,123.58,0.422,0.125,0.256,0.675
8205,茨城県石岡市,0,0,1,1,357.896,215.53,0.424,0.114,0.296,0.776
8207,茨城県結城市,1,1,0,0,753.901,65.76,0.405,0.129,0.275,0.769
8208,茨城県龍ケ崎市,1,1,0,1,968.511,78.55,0.383,0.124,0.248,0.61
8210,茨城県下妻市,0,1,0,0,546.455,80.88,0.389,0.132,0.255,0.808
8211,茨城県常総市,0,0,1,1,499.844,123.64,0.411,0.125,0.277,0.78
8212,茨城県常陸太田市,0,1,1,1,141.505,371.99,0.466,0.095,0.34,0.814
8214,茨城県高萩市,0,1,0,0,146.765,193.58,0.473,0.113,0.306,0.749
8215,茨城県北茨城市,0,1,0,0,219.586,186.8,0.464,0.112,0.3,0.802
8216,茨城県笠間市,1,1,1,1,318.431,240.4,0.432,0.121,0.284,0.751
8217,茨城県取手市,1,1,0,0,1632.765,69.94,0.375,0.109,0.314,0.424
8219,茨城県牛久市,1,1,0,0,1432.306,58.92,0.353,0.136,0.262,0.572
8220,茨城県つくば市,1,1,1,1,789.799,283.72,0.332,0.148,0.193,0.636
8221,茨城県ひたちなか市,1,1,0,0,1556.144,99.93,0.387,0.142,0.239,0.68
8222,茨城県鹿嶋市,1,1,0,0,633.192,106.02,0.415,0.129,0.277,0.812
8223,茨城県潮来市,0,1,0,0,407.809,71.4,0.413,0.116,0.285,0.793
8224,茨城県守谷市,1,1,0,0,1608.155,35.71,0.32,0.159,0.196,0.479
8225,茨城県常陸大宮市,0,1,0,1,121.654,348.45,0.468,0.106,0.332,0.835
8226,茨城県那珂市,1,1,0,1,576.43,97.82,0.436,0.125,0.29,0.789
8227,茨城県筑西市,0,1,1,1,501.144,205.3,0.389,0.122,0.28,0.794
8228,茨城県坂東市,1,1,0,1,451.716,123.03,0.449,0.127,0.267,0.812
8229,茨城県稲敷市,1,1,0,0,206.356,205.81,0.435,0.1,0.317,0.802
8230,茨城県かすみがうら市,1,1,1,1,251.537,156.6,0.431,0.123,0.278,0.726
8231,茨城県桜川市,0,1,1,1,240.531,180.06,0.382,0.115,0.296,0.822
8232,茨城県神栖市,0,0,1,1,642.417,146.94,0.417,0.146,0.208,0.798
8233,茨城県行方市,0,0,1,1,156.903,222.48,0.471,0.109,0.315,0.777
8234,茨城県鉾田市,0,1,0,0,223.81,207.61,0.462,0.111,0.303,0.824
8235,茨城県つくばみらい市,1,1,0,1,624.064,79.16,0.418,0.145,0.246,0.671
8236,茨城県小美玉市,0,1,0,0,347.625,144.74,0.446,0.128,0.264,0.784
8302,茨城県東茨城郡茨城町,0,0,0,0,272.698,121.58,0.458,0.113,0.308,0.829
8309,茨城県東茨城郡大洗町,1,1,0,0,706.117,23.74,0.441,0.109,0.307,0.71
8310,茨城県東茨城郡城里町,0,0,1,1,128.075,161.8,0.48,0.1,0.316,0.843
8341,茨城県那珂郡東海村,0,1,1,1,962.097,37.98,0.394,0.158,0.24,0.737
8364,茨城県久慈郡大子町,0,1,0,0,55.383,325.76,0.486,0.085,0.404,0.812
8442,茨城県稲敷郡美浦村,0,0,1,1,233.164,66.61,0.346,0.116,0.27,0.792
8443,茨城県稲敷郡阿見町,0,0,0,1,671.831,71.4,0.395,0.13,0.254,0.729
8447,茨城県稲敷郡河内町,1,1,0,0,203.889,44.3,0.485,0.086,0.343,0.842
8521,茨城県結城郡八千代町,0,0,0,0,376.076,58.99,0.438,0.126,0.266,0.794
8542,茨城県猿島郡五霞町,0,1,0,0,377.49,23.11,0.476,0.103,0.276,0.693
8546,茨城県猿島郡境町,0,1,0,0,533.455,46.59,0.449,0.131,0.264,0.797
8564,茨城県北相馬郡利根町,0,1,1,1,700.669,24.9,0.408,0.09,0.393,0.645
9201,栃木県宇都宮市,1,1,1,1,1255.598,416.85,0.323,0.137,0.23,0.656
9202,栃木県足利市,1,1,0,1,824.705,177.76,0.423,0.117,0.303,0.766
9203,栃木県栃木市,1,1,0,1,479.811,331.5,0.408,0.119,0.288,0.737
9204,栃木県佐野市,0,1,1,1,335.914,356.04,0.438,0.121,0.28,0.769
9205,栃木県鹿沼市,1,1,1,1,198.671,490.64,0.422,0.129,0.27,0.783
9206,栃木県日光市,1,1,0,1,57.471,1449.83,0.41,0.106,0.325,0.749
9208,栃木県小山市,1,1,1,1,956.822,171.76,0.366,0.137,0.225,0.663
9209,栃木県真岡市,0,1,1,1,458.553,167.34,0.414,0.143,0.239,0.831
9210,栃木県大田原市,0,1,0,1,202.245,354.36,0.454,0.122,0.253,0.797
9211,栃木県矢板市,0,1,0,0,198.079,170.46,0.406,0.121,0.283,0.77
9213,栃木県那須塩原市,1,1,0,1,203.7,592.74,0.433,0.137,0.241,0.783
9214,栃木県さくら市,0,1,0,1,343.524,125.63,0.412,0.143,0.238,0.799
9215,栃木県那須烏山市,0,1,0,1,152.053,174.35,0.449,0.106,0.331,0.819
9216,栃木県下野市,0,0,1,1,730.304,74.59,0.353,0.139,0.225,0.669
9301,栃木県河内郡上三川町,1,0,0,1,601.697,54.39,0.392,0.15,0.204,0.741
9342,栃木県芳賀郡益子町,0,0,0,1,249.539,89.4,0.427,0.124,0.271,0.832
9343,栃木県芳賀郡茂木町,0,1,1,1,75.841,172.69,0.448,0.094,0.371,0.861
9344,栃木県芳賀郡市貝町,0,0,0,1,164.204,64.25,0.43,0.123,0.253,0.841
9345,栃木県芳賀郡芳賀町,0,0,1,1,235.551,70.16,0.41,0.131,0.289,0.857
9361,栃木県下都賀郡壬生町,0,0,0,1,654.904,61.06,0.384,0.131,0.263,0.73
9364,栃木県下都賀郡野木町,0,0,0,1,998.352,30.26,0.383,0.12,0.268,0.585
9384,栃木県塩谷郡塩谷町,0,1,0,0,66.412,176.06,0.45,0.102,0.33,0.863
9386,栃木県塩谷郡高根沢町,0,0,1,1,422.164,70.87,0.371,0.131,0.23,0.791
9407,栃木県那須郡那須町,0,1,0,1,67.047,372.34,0.471,0.103,0.346,0.793
9411,栃木県那須郡那珂川町,0,1,0,0,88.349,192.78,0.462,0.097,0.34,0.875
10201,群馬県前橋市,1,1,1,1,1081.105,311.59,0.391,0.127,0.277,0.725
10202,群馬県高崎市,1,1,0,0,821.216,459.16,0.388,0.134,0.265,0.713
10203,群馬県桐生市,1,1,1,1,406.652,274.45,0.435,0.105,0.333,0.76
10204,群馬県伊勢崎市,0,1,0,0,1493.652,139.44,0.413,0.143,0.238,0.793
10205,群馬県太田市,0,1,0,1,1225.95,175.54,0.424,0.146,0.244,0.793
10206,群馬県沼田市,0,1,0,0,111.113,443.46,0.525,0.121,0.306,0.781
10207,群馬県館林市,0,1,0,0,1244.128,60.97,0.429,0.128,0.271,0.747
10208,群馬県渋川市,0,1,0,0,324.141,240.27,0.477,0.111,0.311,0.797
10209,群馬県藤岡市,1,1,1,1,349.185,180.29,0.453,0.124,0.287,0.794
10210,群馬県富岡市,1,1,1,1,405.168,122.85,0.469,0.122,0.31,0.809
10211,群馬県安中市,1,1,1,1,210.929,276.31,0.452,0.111,0.325,0.808
10212,群馬県みどり市,0,1,1,1,232.054,208.42,0.465,0.135,0.271,0.829
10344,群馬県北群馬郡榛東村,0,0,0,0,468.526,27.92,0.44,0.133,0.236,0.787
10345,群馬県北群馬郡吉岡町,0,1,0,0,919.754,20.46,0.481,0.164,0.221,0.831
10366,群馬県多野郡上野村,1,1,0,0,6.764,181.85,0.553,0.107,0.45,0.743
10367,群馬県多野郡神流町,0,0,0,0,17.086,114.6,0.558,0.046,0.561,0.785
10382,群馬県甘楽郡下仁田町,0,1,0,1,43.257,188.38,0.507,0.062,0.455,0.794
10383,群馬県甘楽郡南牧村,1,1,0,0,16.654,118.83,0.462,0.03,0.605,0.852
10384,群馬県甘楽郡甘楽町,1,0,0,1,217.216,58.61,0.479,0.113,0.309,0.834
10421,群馬県吾妻郡中之条町,0,1,1,1,37.696,439.28,0.526,0.102,0.37,0.808
10424,群馬県吾妻郡長野原町,0,0,0,0,41.192,133.85,0.543,0.104,0.328,0.802
10425,群馬県吾妻郡嬬恋村,0,1,0,0,28.882,337.58,0.497,0.109,0.32,0.768
10426,群馬県吾妻郡草津町,1,1,0,0,132.208,49.75,0.483,0.096,0.371,0.503
10428,群馬県吾妻郡高山村,1,1,0,0,58.263,64.18,0.574,0.12,0.334,0.853
10429,群馬県吾妻郡東吾妻町,0,1,0,0,56.468,253.91,0.549,0.094,0.361,0.843
10443,群馬県利根郡片品村,0,0,0,0,11.544,391.76,0.547,0.098,0.346,0.815
10444,群馬県利根郡川場村,0,1,0,0,40.921,85.25,0.573,0.117,0.408,0.842
10448,群馬県利根郡昭和村,0,1,0,0,104.258,209.46,0.163,0.064,0.548,0.845
10449,群馬県利根郡みなかみ町,0,1,0,0,24.87,781.08,0.536,0.093,0.365,0.781
10464,群馬県佐波郡玉村町,0,1,0,0,1365.907,25.78,0.432,0.124,0.215,0.78
10521,群馬県邑楽郡板倉町,0,1,0,0,339.847,41.86,0.478,0.109,0.283,0.754
10522,群馬県邑楽郡明和町,1,1,0,0,556.627,19.64,0.466,0.126,0.27,0.76
10523,群馬県邑楽郡千代田町,0,1,0,0,564.204,21.73,0.462,0.13,0.27,0.823
10524,群馬県邑楽郡大泉町,1,1,0,0,1905.215,18.03,0.421,0.13,0.207,0.644
10525,群馬県邑楽郡邑楽町,0,1,0,0,852.122,31.11,0.444,0.124,0.283,0.819
11100,埼玉県さいたま市,1,1,0,1,7430.891,217.43,0.276,0.132,0.228,0.213
11201,埼玉県川越市,1,1,0,0,3301.799,109.13,0.352,0.127,0.251,0.346
11202,埼玉県熊谷市,1,1,0,0,1251.249,159.82,0.401,0.121,0.262,0.594
11203,埼玉県川口市,1,1,0,0,9149.691,61.95,0.284,0.13,0.226,0.204
11206,埼玉県行田市,1,1,0,1,1211.82,67.49,0.423,0.116,0.279,0.653
11207,埼玉県秩父市,1,1,0,0,108.299,577.83,0.53,0.121,0.307,0.711
11208,埼玉県所沢市,1,1,0,0,4535.163,72.11,0.317,0.119,0.256,0.239
11209,埼玉県飯能市,0,0,0,0,451.981,193.05,0.439,0.108,0.285,0.49
11210,埼玉県加須市,1,1,1,1,815.917,133.3,0.441,0.12,0.259,0.619
11211,埼玉県本庄市,1,1,0,1,814.288,89.69,0.443,0.118,0.272,0.684
11212,埼玉県東松山市,1,1,0,1,1386.539,65.35,0.417,0.119,0.254,0.537
11214,埼玉県春日部市,1,1,0,0,3541.013,66.0,0.358,0.115,0.281,0.327
11215,埼玉県狭山市,1,1,0,0,3268.011,48.99,0.359,0.113,0.287,0.354
11216,埼玉県羽生市,1,1,0,0,950.261,58.64,0.44,0.117,0.272,0.646
11217,埼玉県鴻巣市,1,1,0,0,1726.811,67.44,0.381,0.12,0.263,0.429
11218,埼玉県深谷市,1,1,0,1,1030.713,138.37,0.43,0.129,0.261,0.679
11219,埼玉県上尾市,1,1,0,0,5175.79,45.51,0.318,0.128,0.256,0.314
11221,埼玉県草加市,0,1,0,0,8138.01,27.46,0.284,0.126,0.242,0.209
11222,埼玉県越谷市,0,0,0,0,5642.925,60.24,0.307,0.132,0.239,0.253
11223,埼玉県蕨市,1,1,0,0,14809.333,5.11,0.226,0.108,0.23,0.114
11224,埼玉県戸田市,1,1,0,0,8179.676,18.19,0.244,0.151,0.166,0.149
11225,埼玉県入間市,1,1,0,0,3115.528,44.69,0.378,0.126,0.257,0.412
11227,埼玉県朝霞市,1,1,0,0,8291.876,18.34,0.271,0.139,0.189,0.159
11228,埼玉県志木市,0,1,0,1,4999.991,9.05,0.29,0.132,0.238,0.195
11229,埼玉県和光市,1,1,0,0,6917.273,11.04,0.228,0.139,0.168,0.115
11230,埼玉県新座市,1,1,0,0,5887.522,22.78,0.303,0.135,0.243,0.21
11231,埼玉県桶川市,1,1,0,0,3036.9,25.35,0.359,0.123,0.272,0.374
11232,埼玉県久喜市,1,1,0,1,1849.403,82.41,0.385,0.117,0.267,0.438
11233,埼玉県北本市,0,1,1,1,3457.745,19.82,0.374,0.114,0.283,0.396
11234,埼玉県八潮市,1,1,0,0,5566.97,18.02,0.335,0.132,0.229,0.296
11235,埼玉県富士見市,1,1,0,0,6336.817,19.77,0.32,0.131,0.242,0.24
11237,埼玉県三郷市,1,0,0,0,4472.528,30.13,0.334,0.128,0.252,0.301
11238,埼玉県蓮田市,0,0,0,0,2166.945,27.28,0.357,0.117,0.294,0.384
11239,埼玉県坂戸市,1,1,0,0,2439.858,41.02,0.416,0.128,0.263,0.444
11240,埼玉県幸手市,1,0,0,1,1459.522,33.93,0.413,0.109,0.303,0.481
11241,埼玉県鶴ヶ島市,1,1,0,0,3514.925,17.65,0.374,0.126,0.249,0.403
11242,埼玉県日高市,0,0,0,0,1154.342,47.48,0.441,0.13,0.289,0.576
11243,埼玉県吉川市,0,0,0,0,2082.942,31.66,0.377,0.154,0.217,0.383
11245,埼玉県ふじみ野市,1,1,0,1,7492.165,14.64,0.323,0.137,0.245,0.258
11246,埼玉県白岡市,0,0,0,1,2035.197,24.92,1.0,0.126,0.255,0.39
11301,埼玉県北足立郡伊奈町,1,1,0,0,3231.501,14.79,0.395,0.165,0.219,0.464
11324,埼玉県入間郡三芳町,0,0,0,1,1934.162,15.33,0.387,0.133,0.282,0.311
11326,埼玉県入間郡毛呂山町,1,1,0,0,1122.508,34.07,0.454,0.099,0.288,0.49
11327,埼玉県入間郡越生町,0,0,0,0,279.008,40.39,0.465,0.1,0.31,0.656
11341,埼玉県比企郡滑川町,1,0,0,1,590.275,29.68,0.442,0.16,0.216,0.618
11342,埼玉県比企郡嵐山町,1,0,0,0,637.658,29.92,0.435,0.104,0.297,0.62
11343,埼玉県比企郡小川町,0,0,0,1,512.499,60.36,0.434,0.091,0.318,0.636
11346,埼玉県比企郡川島町,0,0,0,1,498.965,41.63,0.49,0.107,0.297,0.666
11347,埼玉県比企郡吉見町,1,1,0,0,577.206,38.64,0.476,0.095,0.279,0.747
11348,埼玉県比企郡鳩山町,1,1,1,1,561.802,25.73,0.405,0.08,0.389,0.641
11349,埼玉県比企郡ときがわ町,1,1,1,1,199.766,55.9,0.46,0.089,0.325,0.769
11361,埼玉県秩父郡横瀬町,0,1,0,0,199.944,49.36,0.532,0.121,0.305,0.701
11362,埼玉県秩父郡皆野町,1,1,0,0,163.101,63.74,0.523,0.113,0.34,0.78
11363,埼玉県秩父郡長瀞町,0,0,0,0,230.618,30.43,0.48,0.106,0.35,0.744
11365,埼玉県秩父郡小鹿野町,1,1,0,1,68.917,171.26,0.568,0.113,0.333,0.814
11369,埼玉県秩父郡東秩父村,1,1,0,0,74.487,37.06,0.488,0.078,0.358,0.833
11381,埼玉県児玉郡美里町,0,1,0,1,376.824,74.95,0.641,0.113,0.317,0.783
11383,埼玉県児玉郡神川町,1,1,0,0,248.636,47.4,0.465,0.116,0.279,0.788
11385,埼玉県児玉郡上里町,1,1,0,0,1229.948,29.18,0.461,0.139,0.238,0.715
11408,埼玉県大里郡寄居町,0,1,0,1,504.247,64.25,0.469,0.108,0.294,0.716
11442,埼玉県南埼玉郡宮代町,1,1,0,0,2321.181,15.95,0.383,0.107,0.301,0.389
11464,埼玉県北葛飾郡杉戸町,1,1,0,0,1309.73,30.03,0.418,0.118,0.286,0.456
11465,埼玉県北葛飾郡松伏町,0,0,0,0,1970.044,16.2,0.427,0.129,0.257,0.512
12100,千葉県千葉市,1,1,0,0,4625.483,271.76,0.274,0.127,0.249,0.288
12202,千葉県銚子市,0,1,0,0,736.354,84.19,0.485,0.09,0.337,0.691
12203,千葉県市川市,1,1,0,0,8325.381,57.45,0.222,0.114,0.238,0.125
12204,千葉県船橋市,0,1,0,0,7193.135,85.62,0.256,0.133,0.231,0.176
12205,千葉県館山市,0,1,0,0,398.682,110.15,0.55,0.11,0.369,0.711
12206,千葉県木更津市,1,1,0,0,923.903,138.95,0.439,0.133,0.261,0.648
12207,千葉県松戸市,0,0,0,0,7331.219,61.38,0.267,0.118,0.256,0.177
12208,千葉県野田市,1,1,0,0,1383.977,103.55,0.411,0.125,0.279,0.504
12210,千葉県茂原市,1,1,0,1,880.919,99.92,0.433,0.109,0.305,0.629
12211,千葉県成田市,1,1,1,1,587.0,213.84,0.389,0.141,0.212,0.556
12212,千葉県佐倉市,1,1,0,1,1669.007,103.69,0.313,0.119,0.287,0.389
12213,千葉県東金市,1,1,0,1,702.865,89.12,0.446,0.114,0.256,0.635
12215,千葉県旭市,1,1,0,0,505.042,130.45,0.476,0.122,0.282,0.765
12216,千葉県習志野市,1,1,0,0,7630.213,20.97,0.22,0.133,0.224,0.171
12217,千葉県柏市,1,1,0,1,3592.134,114.74,0.297,0.13,0.244,0.26
12218,千葉県勝浦市,1,0,0,1,187.315,93.96,0.491,0.074,0.378,0.563
12219,千葉県市原市,1,1,0,1,729.997,368.17,0.401,0.122,0.261,0.57
12220,千葉県流山市,1,1,0,0,4918.251,35.32,0.274,0.143,0.242,0.241
12221,千葉県八千代市,1,1,0,0,4125.009,51.39,0.297,0.141,0.243,0.282
12222,千葉県我孫子市,1,1,0,0,3115.555,43.15,0.275,0.123,0.287,0.274
12223,千葉県鴨川市,1,1,0,0,154.497,191.14,0.539,0.104,0.364,0.7
12224,千葉県鎌ケ谷市,1,1,0,0,5332.962,21.08,0.313,0.127,0.269,0.265
